sentence,linear_amr,graph_amr,is_valid,ground_truth,smatch_score
"khoán đã dùng cưa đang nổ gí vào người Hải , Hải đưa tay trái lên đỡ nên đã bị cắt trọng thương ...",(c /cắt:cause(d /dùng:agent(k /khoán):theme(c1 /cưa)):tense(đ /đã):patient(n1 /người:part-of(H /Hải))_:manner(t1 /trọng_thương):condition(wz2 /and:op1(n2 /nổ:agent(c2 /cái:mod(g /gì)):direction(v /vào:patient(n3 /người:poss(p /person:name(n4 /name:op1(h1 /hải)))))):tense(đ1 /đang)):op2(đ2 /đưa:agent(H1 /hai):theme(t /tay_trái):direction(l /lên):purpose(đ3 /đỡ:theme(cái)))),"    (c / cắt
    :cause
        (d / dùng
        :agent
        (k / khoán
        )
        :theme
        (c1 / cưa
        )
    )
    :tense
    (đ / đã
    )
    :patient
        (n1 / người
        :part-of
        (H / Hải
        )
    )
    _
    :manner
    (t1 / trọng_thương
    )
    :condition
        (wz2 / and
        :op1
            (n2 / nổ
            :agent
                (c2 / cái
                :mod
                (g / gì
                )
            )
            :direction
                (v / vào
                :patient
                    (n3 / người
                    :poss
                        (p / person
                        :name
                            (n4 / name
                            :op1
                            (h1 / hải
                            )
                        )
                    )
                )
            )
        )
        :tense
        (đ1 / đang
        )
    )
    :op2
        (đ2 / đưa
        :agent
        (H1 / hai
        )
        :theme
        (t / tay_trái
        )
        :direction
        (l / lên
        )
        :purpose
            (đ3 / đỡ
            :theme
            (c / cái
            )
        )
    )
)",True,"(wz1 / multi-sentence
:snt1(d / dùng
:tense(đ / đã)
:instrument(c / cưa
:agent-of(n / nổ
:tense(đ1 / đang)))
:purpose(g / gí
:direction(n1 / người
:part-of(p / person
:wiki -
:name(wz3 / name
:op1(h / Hải)))))
:agent(wz4 / person
:name(wz5 / name
:op1(k / khoán))
:wiki -))
:snt2(c1 / cắt
:reason(đ2 / đưa
:patient(t / tay
:mod(t1 / trái))
:direction(l / lên)
:purpose(đ3 / đỡ)
:agent p)
:tense(đ4 / đã)
:manner(t2 / trọng thương)
:patient p
:modality -))",0.0
"nhìn căn chòi tạm bợ mà gia đình anh Đại cùng nhóm công nhân chống tiêu cực đang tá túc , chúng tôi không khỏi chạnh lòng .",(c2 /chạnh_lòng:pivot(c1 /chúng_tôi):degree(k /không_kém):time(t3 /tán_túc:agent(n1 /nhóm:mod(c4 /công_nhân)):topic(c5 /chống:theme(t4 /tiêu_cực)):agent-of(anh)):goal(a /and:op1(c /căn_chòi:compound(t /tạm_bợ)):op2(g /gia_đình:consist-of(p /person:name(n2 /name:op1(Đ /Đại)))))),"    (c2 / chạnh_lòng
    :pivot
    (c1 / chúng_tôi
    )
    :degree
    (k / không_kém
    )
    :time
        (t3 / tán_túc
        :agent
            (n1 / nhóm
            :mod
            (c4 / công_nhân
            )
        )
        :topic
            (c5 / chống
            :theme
            (t4 / tiêu_cực
            )
        )
        :agent-of
        (a / anh
        )
    )
    :goal
        (a / and
        :op1
            (c / căn_chòi
            :compound
            (t / tạm_bợ
            )
        )
        :op2
            (g / gia_đình
            :consist-of
                (p / person
                :name
                    (n2 / name
                    :op1
                    (Đ / Đại
                    )
                )
            )
        )
    )
)",True,"(c6 / chạnh lòng
:reason(n / nhìn
:theme(c1 / chòi
:classifier(c / căn)
:mod(t / tạm bợ)
:location-of(t2 / tá túc
:tense(đ1 / đang)
:agent(wz1 / and
:op1(g / gia đình
:poss(wz2 / person
:wiki -
:name(wz4 / name
:op1(a / anh)
:op2(đ / Đại))))
:op2(n1 / nhóm
:mod(c3 / công nhân)
:agent-of(c4 / chống)
:patient(t1 / tiêu cực))))))
:pivot(c5 / chúng tôi)
:manner(k1 / khỏi
:polarity -))",0.0
"để rồi bây giờ họ rơi vào cảnh túng quẫn , bần hàn đến vậy sao ?",(r /rơi:time(b /bây_giờ):agent(h /họ):compound(v /vào):setting(c /cảnh:mod(t1 /túng_quẫn)):manner(b1 /bần_hàn:degree(s /sao))),"    (r / rơi
    :time
    (b / bây_giờ
    )
    :agent
    (h / họ
    )
    :compound
    (v / vào
    )
    :setting
        (c / cảnh
        :mod
        (t1 / túng_quẫn
        )
    )
    :manner
        (b1 / bần_hàn
        :degree
        (s / sao
        )
    )
)",True,"(wz1 / cause-01
:patient(r1 / rơi
:agent(h / họ)
:setting(c / cảnh
:domain-of(wz2 / and
:op1(t / túng quẫn)
:op2(b1 / bần hàn)))
:time(wz3 / now)))",0.0
trong khi đó số người nhiễm hiv tại vn vẫn tiếp tục gia tăng .,(c /contrast-01:ARG2(t2 /tiếp_tục:theme(n1 /người:mod(n2 /nhiễm:theme(h /hiv)):location(v /vn)):degree(s /số):manner(g /gia_tăng))),"    (c / contrast-01
    :ARG2
        (t2 / tiếp_tục
        :theme
            (n1 / người
            :mod
                (n2 / nhiễm
                :theme
                (h / hiv
                )
            )
            :location
            (v / vn
            )
        )
        :degree
        (s / số
        )
        :manner
        (g / gia_tăng
        )
    )
)",True,"(t2 / tiếp tục
:time(k / khi
:mod(đ / đó))
:pivot(s / số
:mod(n / người)
:mod(n1 / nhiễm
:theme(h / hiv)))
:manner(g / gia tăng))",0.0
chỉ còn anh Đại và bốn người khác .,(c /còn:degree(c1 /chỉ):theme(a /anh:mod(n /name:op2(wz3 /Đại)):quant(1):pivot(b /bốn:mod(n1 /người:mod(k /khác)))),(c / còn:degree(c1 / chỉ):theme(a / anh:mod(n / name:op2(wz3 / Đại)):quant(x / 1):pivot(b / bốn:mod(n1 / người:mod(k / khác)))),False,"(c1 / còn
:degree(c / chỉ)
:pivot(a2 / and
:op2(n / người
:mod(k / khác)
:quant 4)
:op1(p / person
:name(n2 / name
:op1(a / anh)
:op2(đ / Đại)))))",0.0
ubnd tp đã chính thức kết luận hoan nghênh và biểu dương những việc làm tốt của họ .,(k /kết_luận:agent(u /ubnd_tp):tense(đ /đã):manner(c /chính_thức):topic(a /and:op1(h /hoan_nghênh:theme(v /việc_làm:mod(t1 /tốt):poss(họ)):agent(tp)):op2(b /biểu_dương:theme(việc_làm):agent(tp)))),"    (k / kết_luận
    :agent
    (u / ubnd_tp
    )
    :tense
    (đ / đã
    )
    :manner
    (c / chính_thức
    )
    :topic
        (a / and
        :op1
            (h / hoan_nghênh
            :theme
                (v / việc_làm
                :mod
                (t1 / tốt
                )
                :poss
                (h / họ
                )
            )
            :agent
            (t / tp
            )
        )
        :op2
            (b / biểu_dương
            :theme
            (v / việc_làm
            )
            :agent
            (t / tp
            )
        )
    )
)",True,"(k / kết luận
:agent(u / ubnd
:compound(t / tp))
:tense(đ / đã)
:mod(c / chính thức)
:topic(a / and
:op1(h / hoan nghênh
:agent u)
:op2(b / biểu dương
:theme(v1 / việc làm
:quant(n / những)
:mod(t1 / tốt)
:poss(h1 / họ))
:agent u)))",0.0
tuy nhiên chính quyền tp không nên dừng ở đó .,(c /contrast-01:ARG2(r /recommend-01:result(đ1 /dừng:agent(cq /chính_quyền:location(t1 /tp)):degree(n /nên):compound(ở /ở):goal(đ2 /đó)):polarity(-)),(c / contrast-01:ARG2(r / recommend-01:result(đ1 / dừng:agent(cq / chính_quyền:location(t1 / tp)):degree(n / nên):compound(ở / ở):goal(đ2 / đó)):polarity(-)),False,"(cx / contrast-01
:ARG2(n / nên
:agent(c / chính quyền
:source(t1 / tp))
:polarity -
:theme(d / dừng
:goal(đ / đó
:prep(ở / ở))
:agent c)))",0.0
206 ngày đêm khốn khổ .,(n /ngày_đêm:quant(206):mod(k /khốn_khổ)),"    (n / ngày_đêm
    :quant
    (x / 206
    )
    :mod
    (k / khốn_khổ
    )
)",True,"(n / ngày đêm
:quant 206
:mod(k / khốn khổ))",0.0
lao động tiếp tục bị bán tứ tán .,(b1 /bán:patient(l /lao_động):manner(t /tiếp_tục):modality(-),(b1 / bán:patient(l / lao_động):manner(t / tiếp_tục):modality(-),False,"(t / tiếp tục
:theme(b1 / bán
:beneficiary-arg1(l / lao động)
:modality(b / bị)
:manner(t1 / tứ tán)))",0.0
ông Trực nói tiếp : Dân gặp tôi kêu quá trời !,(n /nói:agent(ô /ông:mod(px /person:name(n1 /name:op2(wz3 /Trực):op1(wz4 /võ))):compound(t /tiếp):topic(k /kêu:agent(d /dân:goal-of(g /gặp:goal(t1 /tôi))):manner(q /quá_trời))),(n / nói:agent(ô / ông:mod(px / person:name(n1 / name:op2(wz3 / Trực):op1(wz4 / võ))):compound(t / tiếp):topic(k / kêu:agent(d / dân:goal-of(g / gặp:goal(t1 / tôi))):manner(q / quá_trời))),False,"(n / nói
:manner(t1 / tiếp)
:agent(p / person
:wiki -
:name(n1 / name
:op1(ô / ông)
:op2(t / Trực)))
:topic(a / and
:op1(g / gặp
:agent(d / Dân)
:goal n1)
:op2(k / kêu
:degree(q / quá trời)
:agent d)))",0.0
bị cáo Lã Thị Kim Oanh khẳng định khoản vay của nh đều đi kèm với những dự án đầu tư hoặc kinh doanh cụ thể .,(k1 /khẳng_định:agent(b /bị_cáo:name(n2 /name:op1(l /lã):op2(t /thị):op3(k /kim):op4(o /oanh))):topic(đ /đi_kèm:theme(k /khoản_vay:source(n /nh)):compound(v /với):theme(d /dự_nghián:mod(đ1 /đầu_tư):or(k2 /kinh_doanh:mod(c2 /cụ_thể)))),(k1 / khẳng_định:agent(b / bị_cáo:name(n2 / name:op1(l / lã):op2(t / thị):op3(k / kim):op4(o / oanh))):topic(đ / đi_kèm:theme(k / khoản_vay:source(n / nh)):compound(v / với):theme(d / dự_nghián:mod(đ1 / đầu_tư):or(k2 / kinh_doanh:mod(c2 / cụ_thể)))),False,"(k / khẳng định
:agent(b / bị cáo
:wiki -
:name(n3 / name
:op1(l / Lã Thị Kim Oanh)))
:topic(đ1 / đi
:theme(k1 / khoản
:compound(v / vay)
:poss(n / nh))
:compound(k2 / kèm)
:theme(d / dự án
:quant(n1 / những)
:mod(a / and
:op1(đ2 / đầu tư)
:op2(k3 / kinh doanh
:mod(c1 / cụ thể))))))",0.0
hai anh em tôi ra xem bảng thông báo .,(r /ra:agent(a1 /anh_em:domain(t /tôi):quant(2):compound(x /xem:theme(b /bảng:mod(t1 /thông_báo))))),"    (r / ra
    :agent
        (a1 / anh_em
        :domain
        (t / tôi
        )
        :quant
        (x / 2
        )
        :compound
            (x / xem
            :theme
                (b / bảng
                :mod
                (t1 / thông_báo
                )
            )
        )
    )
)",True,"(r / ra
:agent(a / anh em
:mod(t / tôi)
:quant 2)
:compound(x / xem)
:theme(b / bảng
:compound(t1 / thông báo)))",0.0
"một cảnh tượng hỗn loạn , chen lấn nhau diễn ra .",(a /and:op1(c /cảnh_tượng:mod(h /hỗn_loạn):agent-of(đ /diễn_ra)):op2(c1 /chen_lấn:theme(n /nhau))),"    (a / and
    :op1
        (c / cảnh_tượng
        :mod
        (h / hỗn_loạn
        )
        :agent-of
        (đ / diễn_ra
        )
    )
    :op2
        (c1 / chen_lấn
        :theme
        (n / nhau
        )
    )
)",True,"(d / diễn
:theme(c / cảnh tượng
:quant(m / một)
:mod(a / and
:op1(h / hỗn loạn)
:op2(c1 / chen lấn
:theme(n / nhau))))
:compound(r / ra))",0.0
"tôi trình bày lý do , rồi xuất trình giấy tờ để chứng minh là anh em tôi lên sứ quán đổi hộ chiếu .",(a /and:op1(t1 /trình_bày:agent(t /tôi):theme(l /lý_do)):op2(x /xuất_trình:theme(g /giấy_tờ):purpose(c /chứng_minh:topic(đ1 /đổi:agent(h /anh_em:relation-of(i /include-91:ARG0(tôi))_:quant(2):location(s /sứ_quán):patient(h1 /hộ_chứng)):agent(tôi)):agent(tôi))),(a / and:op1(t1 / trình_bày:agent(t / tôi):theme(l / lý_do)):op2(x / xuất_trình:theme(g / giấy_tờ):purpose(c / chứng_minh:topic(đ1 / đổi:agent(h / anh_em:relation-of(i / include-91:ARG0(t / tôi))_:quant(x / 2):location(s / sứ_quán):patient(h1 / hộ_chứng)):agent(t / tôi)):agent(t / tôi))),False,"(a1 / and
:op1(t1 / trình bày
:agent(t / tôi)
:theme(l / lý do))
:op2(x / xuất trình
:theme(g / giấy tờ)
:purpose(c / chứng minh
:topic(l2 / lên
:agent(a / anh em
:mod(t2 / tôi))
:goal(s / sứ quán)
:purpose(đ1 / đổi
:theme(h / hộ chiếu)
:agent a))
:agent t)
:agent t))",0.0
"đổi hộ chiếu hả , hay làm giấy thông hành về nước ?",(o /or:op1(đ /đổi:theme(h /hộ_chứng):mode(interrogative):op2(l /làm:theme(g /giấy:mod(t /thông_hành)):purpose(n /nước:prep(v /về))_:agent(tôi))),(o / or:op1(đ / đổi:theme(h / hộ_chứng):mode(i / interrogative):op2(l / làm:theme(g / giấy:mod(t / thông_hành)):purpose(n / nước:prep(v / về))_:agent(t / tôi))),False,"(a / and
:op1(đ / đổi
:theme(h / hộ chiếu)
:mode interrogative)
:op2(l / làm
:theme(g / giấy thông hành)
:purpose(v / về
:goal(n / nước))
:mode interrogative))",0.0
anh em tôi chỉ còn biết nhìn nhau .,(b /biết:pivot(a /anh_em:agent-of(t /tôi)):degree(c /chỉ):theme(n /nhìn:goal(p /person:name(n1 /name:op2(e /em):op1(a1 /anh))))),"    (b / biết
    :pivot
        (a / anh_em
        :agent-of
        (t / tôi
        )
    )
    :degree
    (c / chỉ
    )
    :theme
        (n / nhìn
        :goal
            (p / person
            :name
                (n1 / name
                :op2
                (e / em
                )
                :op1
                (a1 / anh
                )
            )
        )
    )
)",True,"(b / biết
:agent(a / anh em
:mod(t / tôi))
:modality(c / chỉ
:compound(c1 / còn))
:manner(n / nhìn
:goal(n1 / nhau)))",0.0
chị ta đon đả cầm hộ chiếu và tiền rồi bấm điện thoại .,(a /and:op1(đ /đon_đả:agent(c /chị_ta):theme(h /hộ_chứng)):op2(c1 /cầm:theme(t1 /tiền):agent(chị_ta)):op3(b /bấm:phone(đ1 /điện_thoại):agent(chị_ta))),"    (a / and
    :op1
        (đ / đon_đả
        :agent
        (c / chị_ta
        )
        :theme
        (h / hộ_chứng
        )
    )
    :op2
        (c1 / cầm
        :theme
        (t1 / tiền
        )
        :agent
        (c / chị_ta
        )
    )
    :op3
        (b / bấm
        :phone
        (đ1 / điện_thoại
        )
        :agent
        (c / chị_ta
        )
    )
)",True,"(a / and
:op1(c1 / cầm
:agent(c / chị ta)
:manner(đ / đon đả)
:theme(a2 / and
:op1(h / hộ chiếu)
:op2(t / tiền)))
:op2(b / bấm
:theme(đ1 / điện thoại)
:agent c))",0.0
"trong thâm tâm tôi bỗng thấy vừa buồn , vừa tủi , vừa xót xa .",(t1 /thấy:location(t /thâm_tâm:part-of(tôi)):time(b /bỗng):manner(a /and:op1(b1 /buồn:degree(v /vừa)):op2(t2 /tủi:degree(v1 /vừa)):op3(x /xót_xa:degree(v2 /vừa)))):pivot(tôi)),(t1 / thấy:location(t / thâm_tâm:part-of(t / tôi)):time(b / bỗng):manner(a / and:op1(b1 / buồn:degree(v / vừa)):op2(t2 / tủi:degree(v1 / vừa)):op3(x / xót_xa:degree(v2 / vừa)))):pivot(t / tôi)),False,"(t3 / thấy
:source(t1 / thâm tâm)
:pivot(t2 / tôi)
:degree(b / bỗng)
:theme(a / and
:op1(b1 / buồn
:domain t
:time(bx / before))
:op2(t4 / tủi
:time(b2 / before)
:domain t)
:op3(x / xót xa
:domain t
:time(b3 / before))))",0.0
"anh chị em chỗ tôi sống đều rất vui mừng , nhưng có lẽ đó chỉ là những chính sách .",(c1 /contrast-01:ARG2(v /vui_mừng:pivot(a /anh_chị_em:location(s /sống:agent(t /tôi))):degree(r /rất)):ARG1(p /possible-01:domain(c2 /chính_sách))),"    (c1 / contrast-01
    :ARG2
        (v / vui_mừng
        :pivot
            (a / anh_chị_em
            :location
                (s / sống
                :agent
                (t / tôi
                )
            )
        )
        :degree
        (r / rất
        )
    )
    :ARG1
        (p / possible-01
        :domain
        (c2 / chính_sách
        )
    )
)",True,"(cx3 / contrast-01
:ARG1(v / vui mừng
:pivot(a / anh chị em
:location(c / chỗ
:agent-of(s / sống
:agent(t / tôi))))
:degree(r / rất))
:ARG2(c3 / chính sách
:modality(c1 / có lẽ)
:domain(đ1 / đó)
:degree(c2 / chỉ)
:quant(n1 / những)))",0.0
"thấy chúng tôi , ông hỏi đúng giọng bảo vệ chuyên nghiệp :",(h /hỏi:agent(ô /ông):manner(g /giọng:modality(đ /đúng):mod(đ1 /đảu)):goal(c /chúng_tôi):topic(b /bảo_vệ:domain(chúng):degree(c1 /chuyên_nghiệp))),"    (h / hỏi
    :agent
    (ô / ông
    )
    :manner
        (g / giọng
        :modality
        (đ / đúng
        )
        :mod
        (đ1 / đảu
        )
    )
    :goal
    (c / chúng_tôi
    )
    :topic
        (b / bảo_vệ
        :domain
        (c / chúng
        )
        :degree
        (c1 / chuyên_nghiệp
        )
    )
)",True,"(h / hỏi
:setting(t / thấy
:goal(c / chúng tôi)
:agent ô)
:agent(ô / ông)
:manner(đ / đúng
:theme(g / giọng
:part-of(b / bảo vệ
:mod(c1 / chuyên nghiệp))))
:goal c)",0.0
nói rồi anh cán bộ ôm tập hồ sơ đi .,(a1 /and:op2(ô /ôm_tập:agent(c /cán_bộ:classifier(a /anh)):theme(h /hồ_sơ):direction(đ /đi))),"    (a1 / and
    :op2
        (ô / ôm_tập
        :agent
            (c / cán_bộ
            :classifier
            (a / anh
            )
        )
        :theme
        (h / hồ_sơ
        )
        :direction
        (đ / đi
        )
    )
)",True,"(a2 / and
:op1(n / nói
:agent a)
:op2(ô / ôm
:agent(a / anh
:mod(c / cán bộ))
:theme(t / tập
:mod(h / hồ sơ))
:manner(đ / đi)))",0.0
bộ trưởng ra tòa làm nhân chứng .,(r /ra:agent(b /bộ_trưởng):compound(t /tòa):purpose(l /làm:theme(n /nhân_chứng))),"    (r / ra
    :agent
    (b / bộ_trưởng
    )
    :compound
    (t / tòa
    )
    :purpose
        (l / làm
        :theme
        (n / nhân_chứng
        )
    )
)",True,"(l / làm
:agent-of(r / ra
:agent(b / bộ trưởng)
:goal(t / tòa))
:result-arg1(n / nhân chứng))",0.0
"để có các số liệu trên , công an tp trước đó đã có văn bản đề nghị ubnd tp HCM thành lập hội đồng giám định xây dựng công trình này .",(c /có:purpose(s /số_liệu:theme-of(t /trên)):pivot(c1 /công_an:location(t1 /tp):time(b /before:op1(n2 /now))):manner(v1 /văn_bản:mod(đ1 /đề_nghị:topic(t3 /thành_lập:agent(h /hội_đồng:compound(g /giám_định:topic(x1 /xây_dựng:patient(c4 /công_trình)))):location(tp):time(a /after:op1(n1 /now)):mode imperative:quant(1)):agent(công_an):goal(p /person:name(n5 /name:op1(u /ubnd):op2(tp)))),(c / có:purpose(s / số_liệu:theme-of(t / trên)):pivot(c1 / công_an:location(t1 / tp):time(b / before:op1(n2 / now))):manner(v1 / văn_bản:mod(đ1 / đề_nghị:topic(t3 / thành_lập:agent(h / hội_đồng:compound(g / giám_định:topic(x1 / xây_dựng:patient(c4 / công_trình)))):location(t / tp):time(a / after:op1(n1 / now)):mode imperative:quant(x / 1)):agent(c / công_an):goal(p / person:name(n5 / name:op1(u / ubnd):op2(t / tp)))),False,"(c3 / có
:purpose(c / có
:theme(s / số liệu
:quant(c1 / các)
:mod(t / trên)))
:pivot(c2 / công an
:mod(t1 / tp))
:theme(v / văn bản
:purpose(đ3 / đề nghị
:goal-of(t4 / thành lập
:agent(u / ubnd
:compound(t3 / tp
:compound(h / HCM)))
:theme-of(g / giám định
:agent(h1 / hội đồng)
:theme(x / xây dựng
:result-arg1(c4 / công trình
:mod(n / này)))))
:agent c2))
:time(b / before))",0.0
"việc ký xác nhận này , theo ông Luân , diễn ra "" sau khi vụ trưởng vụ tài chính kế toán Phan Văn Quán đã xác nhận "" .",(d /diễn_ra:cause(v1 /việc:mod(k /ký_xác_nhận):agent(ô /ông:mod(L /Luân)):time(s /sau:op1(x1 /xác_nhận:agent(p /person:name(n2 /name:op3(wz4 /Quán):op2(t1 /tài_chính:mod(k1 /kế_toán)):op1(P /Phan)))))_:pivot ô:theme(việc)),(d / diễn_ra:cause(v1 / việc:mod(k / ký_xác_nhận):agent(ô / ông:mod(L / Luân)):time(s / sau:op1(x1 / xác_nhận:agent(p / person:name(n2 / name:op3(wz4 / Quán):op2(t1 / tài_chính:mod(k1 / kế_toán)):op1(P / Phan)))))_:pivot ô:theme(v / việc)),False,"(d / diễn
:theme(v / việc
:mod(k / ký
:purpose(x / xác nhận))
:mod(n / này))
:source(t / theo
:goal(px / person
:wiki -
:name(n2 / name
:op1(ô / ông)
:op2(l / Luân))))
:compound(r / ra)
:time(a / after
:op1(x1 / xác nhận
:agent(v1 / vụ trưởng
:mod(v2 / vụ
:compound(t1 / tài chính
:compound(k2 / kế toán)))
:person(p2 / person
:name(n3 / name
:op1(p / Phan Văn Quán))
:wiki -))
:tense(đ / đã))))",0.0
"ông Nguyễn Thế Khanh , chi cục phó , cho biết đây là những mặt hàng điện tử cũ đã có qui định cấm nhập khẩu dưới mọi hình thức .",(c1 /cho_biết:agent(ô /ông:mod(px /phó:mod(c /chi_cục)):name(n2 /name:op1(nx /nguyễn):op2(t /thế):op3(k /khanh))):topic(m1 /mặt_hàng:domain(đ /đây):classifier(s /sản_phẩm:mod(đ1 /điện_tử):mod(c2 /cũ):theme-of(q /qui_định:theme(c3 /cấm:theme(n4 /nhập_khẩu:modality(d1 /dưới):manner(h /hình_thức:mod(a /all))))))),(c1 / cho_biết:agent(ô / ông:mod(px / phó:mod(c / chi_cục)):name(n2 / name:op1(nx / nguyễn):op2(t / thế):op3(k / khanh))):topic(m1 / mặt_hàng:domain(đ / đây):classifier(s / sản_phẩm:mod(đ1 / điện_tử):mod(c2 / cũ):theme-of(q / qui_định:theme(c3 / cấm:theme(n4 / nhập_khẩu:modality(d1 / dưới):manner(h / hình_thức:mod(a / all))))))),False,"(c1 / cho
:compound(b / biết)
:topic(m / mặt hàng
:domain(đ / đây)
:quant(n1 / những)
:mod(đ1 / điện tử)
:mod(c2 / cũ)
:setting(c3 / có
:tense(đ2 / đã)
:theme(q / qui định
:topic(c4 / cấm
:manner(n2 / nhập khẩu
:manner(h / hình thức
:mod(a / all)))))))
:agent(px / person
:wiki -
:name(n3 / name
:op1(ô / ông)
:op2(n / Nguyễn Thế Khanh)
:mod(c / chi cục
:compound(p / phó)))))",0.0
"hợp đồng lao động được thực hiện từ tháng 8 – 2003 , thời hạn 36 tháng với loại công việc là công nhân xây dựng .",(t /thực_hiện:theme(h /hợp_đồng_lao_động):modality(đ /được):time(w1 /temporal-quantity:unit(t1 /tháng):range(8 - 2003):duration(t2 /temporal-quantity:unit(t3 /thời_hạn):quant(36):topic(c /công_việc:classifier(l1 /loại):domain(c1 /công_nhân:compound(x /xây_dựng)))),(t / thực_hiện:theme(h / hợp_đồng_lao_động):modality(đ / được):time(w1 / temporal-quantity:unit(t1 / tháng):range(8 - 2003):duration(t2 / temporal-quantity:unit(t3 / thời_hạn):quant(x / 36):topic(c / công_việc:classifier(l1 / loại):domain(c1 / công_nhân:compound(x / xây_dựng)))),False,"(t / thực hiện
:theme(h / hợp đồng
:mod(l / lao động))
:modality(đ / được)
:time(t3 / thời hạn
:duration(wz1 / temporal-quantity
:unit(t4 / tháng)
:quant 36))
:manner(l1 / loại
:mod(c / công việc)
:goal(c1 / công nhân
:mod(x / xây dựng)))
:initialTime(d / date-entity
:month 8
:year 2003))",0.0
"trường hợp nghiên cứu của vn mang tựa đề "" tác động của phát triển cơ sở hạ tầng đối với giảm nghèo nông thôn "" .",(m /mang:theme(t /trường_hợp:mod(n /nghiên_cứu):poss(v /vn)):compound(t1 /tựa_đề:topic(t2 /tác_động:cause(p /phát_triển:theme(c1 /cơ_sở_hạ_tầng)):goal(g /giảm_nghèo:location(n1 /nông_thôn))))),"    (m / mang
    :theme
        (t / trường_hợp
        :mod
        (n / nghiên_cứu
        )
        :poss
        (v / vn
        )
    )
    :compound
        (t1 / tựa_đề
        :topic
            (t2 / tác_động
            :cause
                (p / phát_triển
                :theme
                (c1 / cơ_sở_hạ_tầng
                )
            )
            :goal
                (g / giảm_nghèo
                :location
                (n1 / nông_thôn
                )
            )
        )
    )
)",True,"(m / mang
:theme(t / trường hợp
:mod(n / nghiên cứu)
:poss(v / vn))
:topic(t1 / tựa đề
:wiki -
:name(n2x / name
:op1(t2 / tác động)
:op2(c1 / của)
:op3(p / phát triển)
:op4(c2 / cơ sở hạ tầng)
:op5(đ / đối với)
:op6(g / giảm)
:op7(n1 / nghèo)
:op8(n2 / nông thôn))))",0.0
đừng để người dân đặt cược cho niềm tin !,(đ /để:theme(n /người_dân:agent-of(đ1 /đặt_cược:purpose(n2 /niềm_tin))):mode imperative:polarity(-),(đ / để:theme(n / người_dân:agent-of(đ1 / đặt_cược:purpose(n2 / niềm_tin))):mode imperative:polarity(-),False,"(đ1 / để
:mode imperative
:beneficiary-of(đ2 / đặt cược
:beneficiary-arg0(n / người
:compound(d / dân))
:goal(n1 / niềm
:compound(t / tin))))",0.0
muốn biết đúng hay sai tòa phải nhờ ... hội đồng thẩm định .,(n /nhờ:condition(m /muốn:pivot(b /biết:manner(đ /đúng):manner(s /sai)):source(t1 /thẩm_định:agent(h2 /hội_đồng))_:pivot(tôi)):goal(hội_đồng)),"    (n / nhờ
    :condition
        (m / muốn
        :pivot
            (b / biết
            :manner
            (đ / đúng
            )
            :manner
            (s / sai
            )
        )
        :source
            (t1 / thẩm_định
            :agent
            (h2 / hội_đồng
            )
        )
        _
        :pivot
        (t / tôi
        )
    )
    :goal
    (h / hội_đồng
    )
)",True,"(r / recommend-01
:purpose(m / muốn
:theme(b / biết
:agent t
:theme(a / and
:op1(đ / đúng)
:op2(s / sai)))
:agent t)
:theme(n / nhờ
:agent(t / tòa)
:beneficiary(h1 / hội đồng
:mod(t1 / thẩm định))))",0.0
ông Hải cũng chỉ đạo sở gtcc báo cáo về xử lý tiêu cực ở công trình này .,(đ /chỉ_đạo:agent(ô /ông:mod(h /Hải)):topic(b /báo_cáo:agent(s /sở_gtcc):topic(x /xử_lý:theme(t /tiêu_cực):location(c1 /công_trình:mod(n1 /này))))),"    (đ / chỉ_đạo
    :agent
        (ô / ông
        :mod
        (h / Hải
        )
    )
    :topic
        (b / báo_cáo
        :agent
        (s / sở_gtcc
        )
        :topic
            (x / xử_lý
            :theme
            (t / tiêu_cực
            )
            :location
                (c1 / công_trình
                :mod
                (n1 / này
                )
            )
        )
    )
)",True,"(c1 / chỉ đạo
:beneficiary-of(b / báo cáo
:beneficiary(s / sở
:compound(g / gtcc))
:topic(x / xử lý
:theme(t / tiêu cực)
:goal(c2 / công trình
:mod(n / này))))
:agent(p / person
:name(n1 / name
:op1(ô / ông)
:op2(h / Hải))
:wiki -))",0.0
"làm cho dân thấy và nói cho dân hiểu ! "" .",(w1 /multi-sentence:snt1(t /thấy:pivot(d /dân):theme(l /làm)):snt2(n /nói:topic(h /hiểu:pivot(d1 /dân)):agent(p /person))),"    (w1 / multi-sentence
    :snt1
        (t / thấy
        :pivot
        (d / dân
        )
        :theme
        (l / làm
        )
    )
    :snt2
        (n / nói
        :topic
            (h / hiểu
            :pivot
            (d1 / dân
            )
        )
        :agent
        (p / person
        )
    )
)",True,"(a / and
:op1(l / làm
:purpose(t / thấy
:agent(d / dân)))
:op2(n / nói
:purpose(h / hiểu
:agent(d1 / dân))))",0.0
